,School Name,SED Code,Location Code,Community School?,Economic Need Index,School Income Estimate,Percent ELL,Percent Asian,Percent Black,Percent Hispanic,Percent Black / Hispanic,Percent White,Student Attendance Rate,Percent of Students Chronically Absent,Rigorous Instruction Rating,Collaborative Teachers Rating,Supportive Environment Rating,Effective School Leadership Rating,Strong Family-Community Ties Rating,Trust Rating,Student Achievement Rating,Average ELA Proficiency,Average Math Proficiency,Number of students who registered for the SHSAT,Number of students who took the SHSAT,AllTested,All4,Native4,AfricanAmerican4,Latino4,Islander4,White4,Multiracial4,LimitedEnglish4,Disadv4,AllMath4Tested,AllMath4,NativeMath4,AfricanAmericanMath4,LatinoMath4,IslanderMath4,WhiteMath4,MultiracialMath4,LimitedEnglishMath4,DisadvMath4,Count of Students in HS Admissions,Count of Testers,Count of Offers
345,THE HIGHBRIDGE GREEN SCHOOL,320900010361,09X361,No,0.8859999999999999,,20%,1%,25%,73%,98%,1%,94%,20%,Exceeding Target,Meeting Target,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,2.27,2.17,,,61.333333333333336,1.8333333333333333,0.0,0.0,1.5,0.0,0.0,0.0,0.0,1.3333333333333333,61.833333333333336,0.5,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,132.0,18.0,5.0
346,BRONX HIGH SCHOOL FOR MEDICAL SCIENCE,320900011413,09X413,No,0.8009999999999999,,6%,8%,33%,57%,90%,1%,96%,11%,Approaching Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,2.57,2.53,,,25.833333333333332,2.1666666666666665,0.0,0.0,1.1666666666666667,0.0,0.0,0.0,0.0,1.8333333333333333,25.666666666666668,2.5,0.0,0.0,1.5,0.0,0.0,0.0,0.0,2.1666666666666665,48.0,10.0,5.0
347,THE FAMILY SCHOOL,320900010443,09X443,No,0.898,"$27,970.30 ",32%,4%,28%,66%,94%,1%,92%,31%,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,2.24,2.22,,,38.333333333333336,0.5,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.16666666666666666,40.333333333333336,2.5,0.0,0.16666666666666666,1.6666666666666667,0.0,0.0,0.0,0.16666666666666666,0.8333333333333334,,,
348,GRANT AVENUE ELEMENTARY SCHOOL,320900010449,09X449,No,0.8759999999999999,"$26,370.44 ",22%,5%,30%,62%,92%,1%,93%,24%,Meeting Target,Exceeding Target,Meeting Target,Exceeding Target,Exceeding Target,Exceeding Target,Approaching Target,2.1,2.22,,,31.0,1.0,0.0,0.16666666666666666,0.5,0.0,0.0,0.0,0.0,0.0,32.333333333333336,1.3333333333333333,0.0,0.16666666666666666,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,,,
349,SCIENCE AND TECHNOLOGY ACADEMY: A MOTT HALL SCHOOL,320900010454,09X454,No,0.86,,20%,2%,26%,70%,96%,1%,92%,29%,Meeting Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,Exceeding Target,2.58,2.71,,,66.5,5.0,0.0,0.16666666666666666,3.0,0.0,0.0,0.0,0.0,4.5,69.16666666666667,9.0,0.0,1.5,6.0,0.0,0.0,0.0,0.0,8.333333333333334,155.0,35.0,5.0
350,SHERIDAN ACADEMY FOR YOUNG LEADERS,320900010457,09X457,No,0.909,"$30,300.35 ",19%,1%,30%,67%,97%,1%,91%,38%,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,2.14,2.35,,,47.0,0.8333333333333334,0.0,0.16666666666666666,0.6666666666666666,0.0,0.0,0.0,0.0,0.8333333333333334,47.5,3.5,0.0,0.5,2.3333333333333335,0.0,0.0,0.0,0.0,3.5,,,
351,"BRONX SCHOOL FOR LAW, GOVERNMENT AND JUSTICE",320900011505,09X505,No,0.8029999999999999,,6%,1%,24%,71%,96%,1%,95%,14%,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Approaching Target,Approaching Target,Exceeding Target,2.63,2.63,,,43.833333333333336,3.5,0.0,0.0,3.1666666666666665,0.0,0.0,0.0,0.16666666666666666,2.1666666666666665,43.833333333333336,2.6666666666666665,0.0,0.0,2.1666666666666665,0.0,0.0,0.0,0.0,1.5,89.0,13.0,5.0
352,MOUNT EDEN CHILDREN'S ACADEMY,320900010555,09X555,No,0.833,"$28,339.16 ",22%,0%,22%,78%,99%,1%,96%,9%,,,,,,,,,,,,19.333333333333332,0.6666666666666666,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,19.5,1.6666666666666667,0.0,0.6666666666666666,1.0,0.0,0.0,0.0,0.0,0.0,,,
353,YOUNG WOMEN'S LEADERSHIP SCHOOL OF THE BRONX,320900010568,09X568,No,0.816,,5%,2%,39%,58%,97%,1%,94%,17%,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,Exceeding Target,Exceeding Target,2.68,2.8,,,36.0,3.6666666666666665,0.0,0.0,1.5,0.0,0.0,0.0,0.0,3.1666666666666665,36.0,4.5,0.0,0.0,1.6666666666666667,0.0,0.0,0.0,0.0,4.166666666666667,76.0,30.0,5.0
354,P.S. 3 RAUL JULIA MICRO SOCIETY,321000010003,10X003,No,0.8640000000000001,"$25,544.48 ",10%,2%,29%,68%,97%,0%,91%,37%,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,2.35,2.54,,,29.166666666666668,1.6666666666666667,0.0,0.16666666666666666,0.6666666666666666,0.0,0.0,0.0,0.0,0.3333333333333333,29.166666666666668,2.3333333333333335,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.16666666666666666,49.0,13.0,5.0
355,MILTON FEIN SCHOOL,321000010007,10X007,No,0.746,"$41,223.11 ",20%,5%,6%,79%,85%,9%,96%,5%,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,2.63,2.97,,,77.16666666666667,16.666666666666668,0.0,3.0,8.666666666666666,0.0,2.1666666666666665,0.0,0.0,12.333333333333334,79.33333333333333,23.5,0.0,3.5,13.333333333333334,0.0,3.1666666666666665,0.0,0.6666666666666666,17.833333333333332,,,
356,P.S. 008 ISAAC VARIAN,321000010008,10X008,No,0.8,"$33,601.34 ",25%,5%,11%,77%,88%,7%,93%,29%,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Exceeding Target,2.43,2.64,,,83.33333333333333,4.0,0.0,0.16666666666666666,2.6666666666666665,0.3333333333333333,0.3333333333333333,0.0,0.0,3.6666666666666665,84.5,9.166666666666666,0.0,0.6666666666666666,5.666666666666667,1.0,0.8333333333333334,0.0,0.5,8.5,,,
357,P.S. 9 RYER AVENUE ELEMENTARY SCHOOL,321000010009,10X009,No,0.9229999999999999,"$26,516.80 ",27%,1%,16%,80%,96%,1%,90%,40%,Meeting Target,Meeting Target,Approaching Target,Approaching Target,Approaching Target,Meeting Target,Meeting Target,2.16,2.39,,,64.16666666666667,2.6666666666666665,0.0,0.5,2.0,0.0,0.0,0.0,0.0,2.3333333333333335,64.66666666666667,4.666666666666667,0.0,0.8333333333333334,3.0,0.0,0.0,0.0,0.3333333333333333,3.8333333333333335,,,
358,P.S. X015 INSTITUTE FOR ENVIRONMENTAL LEARNING,321000010015,10X015,No,0.852,"$28,779.66 ",7%,1%,13%,85%,98%,0%,95%,16%,Approaching Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,2.57,2.84,,,55.166666666666664,5.833333333333333,0.0,0.3333333333333333,5.333333333333333,0.0,0.0,0.0,0.0,3.3333333333333335,55.166666666666664,10.333333333333334,0.0,0.8333333333333334,9.0,0.0,0.0,0.0,0.0,5.666666666666667,56.0,27.0,5.0
359,"P.S./M.S. 20 P.O.GEORGE J. WERDANN, III",321000010020,10X020,No,0.8059999999999999,"$34,155.60 ",19%,9%,8%,73%,82%,8%,92%,29%,Approaching Target,Meeting Target,Meeting Target,Approaching Target,Not Meeting Target,Approaching Target,Meeting Target,2.32,2.34,,,112.16666666666667,5.166666666666667,0.0,0.0,3.1666666666666665,0.8333333333333334,0.5,0.0,0.0,2.5,114.0,3.5,0.3333333333333333,0.0,1.1666666666666667,1.0,0.3333333333333333,0.0,0.0,2.1666666666666665,119.0,42.0,5.0
360,P.S. 023 THE NEW CHILDREN'S SCHOOL,321000010023,10X023,No,0.905,"$24,966.63 ",13%,0%,37%,62%,99%,1%,91%,34%,Approaching Target,Meeting Target,Approaching Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,2.13,2.14,,,40.166666666666664,0.6666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0,0.6666666666666666,40.833333333333336,1.8333333333333333,0.0,0.6666666666666666,1.1666666666666667,0.0,0.0,0.0,0.0,1.8333333333333333,,,
361,P.S. 024 SPUYTEN DUYVIL,321000010024,10X024,No,0.22699999999999998,"$81,320.51 ",3%,9%,6%,42%,48%,39%,94%,13%,Approaching Target,Approaching Target,Approaching Target,Not Meeting Target,Approaching Target,Not Meeting Target,Meeting Target,2.87,3.09,,,72.5,15.833333333333334,0.0,0.0,3.5,2.5,8.5,0.16666666666666666,0.0,2.3333333333333335,72.16666666666667,23.5,0.0,0.0,6.0,4.0,11.833333333333334,0.16666666666666666,0.0,3.6666666666666665,,,
362,P.S. 032 BELMONT,321000010032,10X032,No,0.925,"$22,737.12 ",13%,1%,25%,71%,96%,3%,93%,28%,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,2.31,2.42,,,64.16666666666667,3.1666666666666665,0.0,0.16666666666666666,2.5,0.0,0.0,0.0,0.3333333333333333,1.6666666666666667,65.5,4.0,0.0,0.5,2.8333333333333335,0.0,0.0,0.0,0.5,1.6666666666666667,,,
363,P.S. 033 TIMOTHY DWIGHT,321000010033,10X033,No,0.91,"$27,633.11 ",26%,2%,10%,84%,94%,2%,92%,31%,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,2.15,2.33,,,74.16666666666667,1.3333333333333333,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,1.0,77.33333333333333,4.833333333333333,0.0,0.16666666666666666,4.166666666666667,0.16666666666666666,0.0,0.0,0.3333333333333333,3.8333333333333335,,,
364,P.S. X037 - MULTIPLE INTELLIGENCE SCHOOL,321000010037,10X037,No,0.752,"$69,064.16 ",15%,2%,23%,72%,95%,2%,92%,33%,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,2.37,2.55,,,68.66666666666667,4.0,0.0,0.0,3.3333333333333335,0.0,0.0,0.0,0.0,2.5,69.16666666666667,8.833333333333334,0.0,0.0,7.166666666666667,0.0,0.0,0.0,1.0,6.0,70.0,6.0,5.0
365,THOMAS C. GIORDANO MIDDLE SCHOOL 45,321000010045,10X045,No,0.8859999999999999,,17%,1%,16%,78%,94%,4%,91%,32%,Meeting Target,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Meeting Target,Approaching Target,2.27,2.15,,,115.33333333333333,2.6666666666666665,0.0,0.3333333333333333,2.1666666666666665,0.0,0.0,0.0,0.0,1.5,108.5,0.5,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.3333333333333333,257.0,46.0,5.0
366,P.S. 046 EDGAR ALLAN POE,321000010046,10X046,No,0.9059999999999999,"$26,555.51 ",40%,3%,15%,80%,95%,2%,92%,29%,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Approaching Target,Meeting Target,Meeting Target,2.08,2.24,,,87.33333333333333,2.6666666666666665,0.0,0.5,2.0,0.0,0.0,0.0,0.0,2.1666666666666665,90.83333333333333,5.333333333333333,0.0,1.3333333333333333,3.5,0.0,0.0,0.0,0.16666666666666666,4.0,,,
367,P.S. 051 BRONX NEW SCHOOL,321000010051,10X051,No,0.7140000000000001,"$32,539.98 ",4%,3%,37%,59%,96%,2%,94%,21%,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,Approaching Target,2.49,2.54,,,14.5,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.16666666666666666,14.5,1.3333333333333333,0.0,0.0,0.8333333333333334,0.0,0.0,0.0,0.0,0.16666666666666666,,,
368,P.S./I.S. 54,321000010054,10X054,No,0.8959999999999999,"$24,568.96 ",26%,2%,27%,70%,97%,1%,92%,25%,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,2.27,2.2,,,35.833333333333336,1.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.3333333333333333,36.5,0.3333333333333333,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,,,
369,P.S. 056 NORWOOD HEIGHTS,321000010056,10X056,No,0.821,"$36,131.36 ",14%,22%,8%,63%,71%,6%,93%,25%,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,Approaching Target,Exceeding Target,Exceeding Target,2.7,3.01,,,60.666666666666664,6.333333333333333,0.0,0.0,3.0,2.3333333333333335,0.6666666666666666,0.0,0.0,4.333333333333333,62.333333333333336,11.666666666666666,0.0,0.8333333333333334,4.833333333333333,5.0,0.8333333333333334,0.0,0.16666666666666666,9.0,,,
370,P.S. 059 THE COMMUNITY SCHOOL OF TECHNOLOGY,321000010059,10X059,No,0.934,"$22,046.20 ",15%,1%,27%,68%,96%,1%,91%,38%,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,2.13,2.3,,,45.666666666666664,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.16666666666666666,45.833333333333336,1.3333333333333333,0.0,0.0,1.1666666666666667,0.0,0.0,0.0,0.0,0.5,,,
371,J.H.S. 080 THE MOSHOLU PARKWAY,321000010080,10X080,Yes,0.8270000000000001,,31%,13%,13%,67%,81%,5%,89%,38%,Approaching Target,Approaching Target,Approaching Target,Not Meeting Target,Approaching Target,Approaching Target,Meeting Target,2.16,2.07,,,95.5,1.8333333333333333,0.0,0.16666666666666666,0.6666666666666666,0.5,0.0,0.0,0.0,1.6666666666666667,93.5,3.5,0.0,0.3333333333333333,2.0,1.0,0.0,0.0,0.3333333333333333,3.3333333333333335,232.0,51.0,5.0
372,P.S. 081 ROBERT J. CHRISTEN,321000010081,10X081,No,0.35700000000000004,"$71,366.79 ",8%,8%,10%,49%,59%,30%,94%,17%,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,Exceeding Target,Meeting Target,2.81,3.08,,,38.833333333333336,7.333333333333333,0.0,0.3333333333333333,2.6666666666666665,0.0,3.8333333333333335,0.0,0.0,1.3333333333333333,38.5,12.833333333333334,0.0,0.3333333333333333,4.0,0.8333333333333334,5.666666666666667,0.0,0.0,3.3333333333333335,,,
373,P.S. 085 GREAT EXPECTATIONS,321000010085,10X085,Yes,0.925,"$23,548.89 ",22%,1%,29%,69%,98%,0%,91%,35%,Approaching Target,Meeting Target,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Approaching Target,2.02,2.05,,,78.66666666666667,0.8333333333333334,0.0,0.16666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.6666666666666666,81.5,1.6666666666666667,0.0,0.16666666666666666,1.3333333333333333,0.0,0.0,0.0,0.3333333333333333,1.6666666666666667,,,
374,P.S. 086 KINGSBRIDGE HEIGHTS,321000010086,10X086,No,0.878,"$33,865.07 ",30%,4%,8%,86%,94%,1%,94%,20%,Meeting Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,Exceeding Target,2.47,2.8,,,142.16666666666666,15.833333333333334,0.0,1.5,12.333333333333334,1.1666666666666667,0.0,0.0,0.16666666666666666,11.5,146.83333333333334,31.0,0.0,2.1666666666666665,24.666666666666668,1.5,0.16666666666666666,0.0,2.0,23.666666666666668,,,
375,P.S. 091 BRONX,321000010091,10X091,No,0.903,"$29,919.76 ",38%,3%,18%,76%,94%,2%,91%,36%,Approaching Target,Approaching Target,Approaching Target,Not Meeting Target,Approaching Target,Not Meeting Target,Exceeding Target,2.33,2.52,,,53.166666666666664,2.6666666666666665,0.0,0.0,1.5,0.0,0.0,0.0,0.0,2.3333333333333335,55.166666666666664,4.833333333333333,0.0,0.3333333333333333,3.0,0.0,0.0,0.0,0.3333333333333333,4.333333333333333,,,
376,P.S. 094 KINGS COLLEGE SCHOOL,321000010094,10X094,No,0.862,"$33,404.63 ",26%,11%,16%,68%,84%,3%,91%,34%,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Meeting Target,Approaching Target,2.17,2.22,,,89.0,2.0,0.0,0.3333333333333333,1.1666666666666667,0.0,0.0,0.0,0.0,1.8333333333333333,92.83333333333333,2.6666666666666665,0.0,0.5,0.6666666666666666,0.3333333333333333,0.0,0.0,0.16666666666666666,2.5,,,
377,P.S. 095 SHEILA MENCHER,321000010095,10X095,No,0.7859999999999999,"$42,357.53 ",19%,7%,17%,70%,87%,4%,92%,29%,,,Meeting Target,,Meeting Target,Approaching Target,Meeting Target,2.41,2.41,,,132.0,6.166666666666667,0.0,0.8333333333333334,3.0,1.3333333333333333,0.0,0.0,0.0,3.8333333333333335,125.33333333333333,5.833333333333333,0.0,1.5,3.1666666666666665,0.6666666666666666,0.0,0.0,0.16666666666666666,4.333333333333333,161.0,42.0,5.0
378,J.H.S. 118 WILLIAM W. NILES,321000010118,10X118,No,0.843,,11%,15%,21%,60%,81%,3%,92%,26%,Approaching Target,Approaching Target,Approaching Target,Not Meeting Target,Not Meeting Target,Meeting Target,Meeting Target,2.54,2.59,,,176.16666666666666,25.0,0.0,3.6666666666666665,11.333333333333334,8.333333333333334,0.8333333333333334,0.0,0.0,21.333333333333332,176.33333333333334,29.166666666666668,0.0,4.5,11.0,11.666666666666666,1.1666666666666667,0.0,0.0,25.333333333333332,424.0,270.0,29.0
379,RIVERDALE / KINGSBRIDGE ACADEMY (MIDDLE SCHOOL / HIGH SCHOOL 141),321000011141,10X141,No,0.418,,7%,7%,10%,56%,66%,26%,94%,13%,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Approaching Target,Meeting Target,Meeting Target,2.74,2.93,,,106.66666666666667,16.0,0.0,1.8333333333333333,4.833333333333333,0.16666666666666666,7.0,0.0,0.0,4.5,97.83333333333333,17.0,0.0,1.3333333333333333,6.0,1.0,7.666666666666667,0.0,0.16666666666666666,5.333333333333333,252.0,75.0,15.0
380,P.S. 159 LUIS MUNOZ MARIN BILING,321000010159,10X159,No,0.907,"$23,307.95 ",30%,0%,8%,90%,98%,1%,93%,26%,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,2.33,2.43,,,14.333333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,14.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,,,
381,P.S. 205 FIORELLO LAGUARDIA,321000010205,10X205,No,0.887,"$23,907.92 ",20%,1%,15%,79%,94%,5%,93%,26%,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Exceeding Target,Meeting Target,2.4,2.51,,,83.0,1.6666666666666667,0.0,0.3333333333333333,1.0,0.0,0.3333333333333333,0.0,0.0,1.3333333333333333,85.33333333333333,4.0,0.0,0.16666666666666666,3.1666666666666665,0.0,0.6666666666666666,0.0,0.16666666666666666,3.3333333333333335,,,
382,I.S. 206 ANN MERSEREAU,321000010206,10X206,No,0.909,,24%,1%,19%,78%,97%,1%,91%,33%,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,Exceeding Target,Approaching Target,2.06,2.12,,,35.5,0.6666666666666666,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.5,37.5,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.16666666666666666,69.0,8.0,5.0
383,THEATRE ARTS PRODUCTION COMPANY SCHOOL,321000010225,10X225,No,0.8059999999999999,,6%,1%,27%,68%,95%,2%,92%,26%,Approaching Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,2.38,2.48,,,30.0,1.3333333333333333,0.0,0.16666666666666666,0.6666666666666666,0.0,0.0,0.0,0.0,0.8333333333333334,29.666666666666668,1.6666666666666667,0.0,0.5,0.8333333333333334,0.0,0.0,0.0,0.0,1.0,51.0,6.0,5.0
384,P.S. 226,321000010226,10X226,No,0.903,"$30,205.50 ",22%,1%,23%,76%,98%,0%,93%,23%,Approaching Target,Approaching Target,Meeting Target,Approaching Target,Approaching Target,Approaching Target,Meeting Target,2.22,2.34,,,37.0,1.5,0.0,0.5,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,38.666666666666664,2.5,0.0,0.5,1.6666666666666667,0.0,0.0,0.0,0.0,0.6666666666666666,,,
385,JONAS BRONCK ACADEMY,321000010228,10X228,No,0.821,,4%,5%,18%,72%,91%,2%,98%,2%,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,Exceeding Target,Meeting Target,2.7,2.66,,,42.833333333333336,4.5,0.0,0.3333333333333333,3.6666666666666665,0.0,0.0,0.0,0.0,4.0,42.833333333333336,2.6666666666666665,0.0,0.0,2.3333333333333335,0.3333333333333333,0.0,0.0,0.0,2.6666666666666665,90.0,64.0,5.0
386,WEST BRONX ACADEMY FOR THE FUTURE,321000011243,10X243,No,0.851,,11%,2%,20%,75%,95%,2%,92%,25%,Approaching Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,2.35,2.32,,,38.5,1.1666666666666667,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,34.666666666666664,0.16666666666666666,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,95.0,18.0,5.0
387,THE NEW SCHOOL FOR LEADERSHIP AND JOURNALISM,321000010244,10X244,No,0.85,,20%,2%,11%,83%,94%,3%,93%,24%,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,2.51,2.49,,,119.16666666666667,8.833333333333334,0.0,0.6666666666666666,6.333333333333333,0.0,0.8333333333333334,0.0,0.0,7.666666666666667,113.83333333333333,8.0,0.0,0.8333333333333334,6.166666666666667,0.0,0.16666666666666666,0.0,0.3333333333333333,7.166666666666667,270.0,91.0,5.0
388,P.S. 246 POE CENTER,321000010246,10X246,No,0.88,"$34,941.39 ",27%,2%,10%,85%,95%,2%,92%,30%,Approaching Target,Approaching Target,Approaching Target,Approaching Target,Meeting Target,Meeting Target,Meeting Target,2.13,2.3,,,57.166666666666664,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,59.666666666666664,2.3333333333333335,0.0,0.3333333333333333,1.5,0.0,0.16666666666666666,0.0,0.16666666666666666,2.3333333333333335,,,
389,I.S. 254,321000010254,10X254,No,0.885,,34%,3%,18%,78%,95%,1%,91%,30%,Approaching Target,Meeting Target,Meeting Target,Approaching Target,Approaching Target,Meeting Target,Exceeding Target,2.2,2.25,,,70.5,1.5,0.0,0.3333333333333333,1.1666666666666667,0.0,0.0,0.0,0.0,1.0,74.66666666666667,4.5,0.0,0.8333333333333334,2.8333333333333335,0.0,0.0,0.0,0.16666666666666666,3.0,143.0,13.0,5.0
390,"P.S. 279 CAPTAIN MANUEL RIVERA, JR.",321000010279,10X279,No,0.9179999999999999,"$26,313.10 ",29%,3%,17%,79%,96%,0%,93%,26%,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,2.26,2.33,,,112.5,3.3333333333333335,0.0,0.16666666666666666,2.5,0.0,0.0,0.0,0.0,2.8333333333333335,115.66666666666667,6.666666666666667,0.0,0.8333333333333334,4.833333333333333,0.0,0.0,0.0,0.16666666666666666,4.666666666666667,139.0,38.0,5.0
391,P.S./M.S. 280 MOSHOLU PARKWAY,321000010280,10X280,No,0.8370000000000001,"$37,116.54 ",12%,11%,9%,74%,83%,5%,93%,22%,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,Approaching Target,Exceeding Target,Exceeding Target,2.48,2.66,,,99.66666666666667,5.666666666666667,0.0,0.16666666666666666,3.3333333333333335,1.8333333333333333,0.3333333333333333,0.0,0.0,3.1666666666666665,99.33333333333333,9.5,0.0,0.5,5.666666666666667,2.5,0.5,0.0,0.0,5.833333333333333,101.0,41.0,5.0
392,P.S. 291,321000010291,10X291,No,0.9229999999999999,"$24,753.36 ",24%,0%,11%,88%,99%,0%,91%,30%,Meeting Target,Meeting Target,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,Exceeding Target,2.4,2.67,,,52.666666666666664,4.333333333333333,0.0,0.16666666666666666,3.5,0.0,0.0,0.0,0.16666666666666666,3.5,54.5,7.333333333333333,0.0,0.3333333333333333,6.333333333333333,0.0,0.0,0.0,0.6666666666666666,4.833333333333333,,,
393,P.S. 306,321000010306,10X306,No,0.91,"$23,044.61 ",17%,1%,28%,70%,98%,1%,92%,27%,Approaching Target,Approaching Target,Meeting Target,Approaching Target,Approaching Target,Meeting Target,Meeting Target,2.19,2.3,,,61.5,1.8333333333333333,0.0,0.16666666666666666,1.1666666666666667,0.0,0.0,0.0,0.0,1.0,63.833333333333336,2.1666666666666665,0.0,0.0,1.5,0.0,0.0,0.0,0.3333333333333333,1.6666666666666667,,,
394,LUISA PINEIRO FUENTES SCHOOL OF SCIENCE AND DISCOVERY,321000010307,10X307,No,0.836,"$35,736.86 ",25%,8%,8%,82%,91%,1%,95%,16%,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Exceeding Target,Approaching Target,2.27,2.43,,,27.5,0.8333333333333334,0.0,0.16666666666666666,0.6666666666666666,0.0,0.0,0.0,0.0,0.6666666666666666,27.833333333333332,1.6666666666666667,0.0,0.0,1.1666666666666667,0.16666666666666666,0.0,0.0,0.0,1.0,,,
395,BRONX DANCE ACADEMY SCHOOL,321000010308,10X308,No,0.8240000000000001,,6%,2%,21%,77%,97%,1%,94%,18%,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Approaching Target,Meeting Target,Meeting Target,2.52,2.54,,,43.0,2.1666666666666665,0.0,0.0,1.8333333333333333,0.0,0.0,0.0,0.0,1.8333333333333333,37.0,1.1666666666666667,0.0,0.3333333333333333,0.8333333333333334,0.0,0.0,0.0,0.0,0.8333333333333334,80.0,19.0,5.0
396,P.S. 310 MARBLE HILL,321000010310,10X310,No,0.8740000000000001,"$36,529.19 ",15%,1%,9%,85%,95%,3%,93%,21%,Meeting Target,Exceeding Target,Meeting Target,Approaching Target,Approaching Target,Approaching Target,Meeting Target,2.23,2.56,,,54.666666666666664,1.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6666666666666666,56.833333333333336,5.333333333333333,0.0,0.16666666666666666,4.666666666666667,0.0,0.0,0.0,0.3333333333333333,1.3333333333333333,,,
